P_2,D_39,B_1,B_2,R_1,S_3,D_41
0.1779844133687974,0.0027360432600113,0.3462583684514634,1.0046947768350254,0.0077730445502353,0.4542105803212082,0.0007952088460138
0.6232631646222663,0.0054106662609923,0.0118349226656657,1.003033536226268,0.0031395013317796,0.5256030884059953,0.0071366341363371
0.5510294356301585,0.0030040316837699,0.0105759348589582,0.814304943618005,0.0099118905170974,0.1690533729571008,0.0040757533693627
0.5641564645372387,0.4762860533881225,0.5032290590353635,0.0281561013661462,0.0026732770147668,0.4903052783093428,0.0044708998176864
0.3600080449443946,0.6203772824197513,0.6892232896475081,0.1779428805282375,1.0094080675325268,0.4222993935329167,0.0002127379194342
0.9155202905164912,0.0054513727414786,0.0032801863604704,0.817000707678074,0.0027800627600968,0.1387941966620882,0.0090900924495498
0.009882774004976,0.031374622457169,0.4447728123108149,0.0868234891243039,1.0016382250570075,0.2235704468422981,0.6524159911639076
0.9711083643931372,0.354216880125176,0.021959636055635,1.005325704849506,0.0071106743775743,0.0976881210516077,0.0076470574554947
0.4740430472563856,0.0648179080204211,0.2245377490961781,0.0244699971046922,1.0064780418206882,0.3990752081578588,0.0061407348236712
0.8802668184513674,0.0014267964713674,0.0062088236037587,0.812527989185536,0.0076989915988967,,0.0049866753124682
0.3856718795837195,0.006579533511133,0.2034654003849237,0.0426892040401106,0.5088138507820815,0.07182957238743,0.0099527120742691
0.6501942774580681,0.0017595242825882,0.2132263549042863,0.0343755544739756,0.0081522418215226,0.5626584267057025,0.0044929459989874
0.4872132247563631,0.004838179307518,0.0093770697170027,0.816460002403795,0.0061515365262884,,0.0080163338792242
0.6154786617513018,0.0003271778499046,0.2524770912028182,0.1094339962400639,0.0026035216739302,0.4092173341520845,0.007307842648469
1.0013773060069284,0.0890271326222723,0.0098271445292077,1.0003282132666895,0.0068906380413168,0.1378339743010336,0.0065656583546108
0.8980630125834219,0.0053356621665821,0.0026334367115371,0.8116447790894535,0.0054234689940375,,0.0096615963143671
0.3807691251898495,0.0374860788693009,0.3379734304416407,0.017868422001894,0.0024383679290949,,0.2487321647003019
0.7379876637958624,0.0096460636266807,0.0047509756234004,0.8182581662752135,0.0027247882865766,,0.0029806287438082
0.4481745047373627,0.0082293742621097,0.0722892246318853,1.0039519257594989,0.0093567802718955,0.2719771477105318,0.3440190809115606
0.7573587953866545,0.0099683752909926,0.0092393795933451,0.8162809107932445,0.0017511591044307,,0.0033674272483837
0.5104252731093986,0.3321056260324955,0.1027007830060828,0.2323110622174254,0.0047176874901404,0.1463016280805018,0.0003046529406425
0.7757201690952635,0.0085609128451939,0.0109601399973414,0.8137806683375953,0.0081776365368342,0.1773171470268185,0.0060503214849254
1.0000192609400067,0.0022271919457993,0.0085570180162556,0.8189814454396722,0.0072090645420156,,0.0015829785405688
0.652304653362917,0.0009307319902902,0.0027893996381261,0.8131481845667216,0.0009060809443302,,0.0087469142145727
0.248393850270267,0.0028481561593861,0.0801932253138995,0.0574457138536488,1.0039981407117873,0.6829630517320681,0.0008275925055777
0.7964300487347841,0.8853146963509314,0.1822588773943387,0.4231966427633696,0.0087853704649018,0.4451005518042121,0.4452245148843671
0.2231220147983701,0.001793642420911,0.056831165614059,0.3795468690660338,0.0065446481881603,0.1631076976141845,0.0048454144401777
0.8367614854915242,0.1566321392737976,0.0324698940769474,1.002016847899612,0.0010838863396445,0.1123709410461912,0.3740077429112294
0.9604262179881096,0.0005251265798988,0.0072752858384221,0.8148775627992253,0.0023660201011732,,0.0098411258696302
0.946255043800926,0.0097945279011496,0.0029970732031965,0.8108485946711753,0.0094925852910473,,0.0028977900944545
0.509507332224669,0.941793831049574,0.2598817348198662,0.0052038481143184,0.0016074009576724,0.1741463464996831,0.6210766697089037
0.5471448922457405,0.0036581593366024,0.1360981660024799,0.0208814045629301,0.5034954458909287,0.1753047558370967,0.0055489338319439
0.3911571392650315,0.9118155609001212,0.0518905549404297,0.008149668700142,0.0009672106997021,,0.3217884904634455
0.8699712492971149,0.0061473106802982,0.0007996998871112,0.8182093347699129,0.0064352505109157,0.1925832489851712,0.0073000234854418
0.3064595349733331,0.2650256823265623,0.0579010313533719,0.3317678610751068,0.0054769621382057,1.5409087344700916,0.1040373186120217
0.4935013611359095,0.0661602307854415,0.0137104255346181,1.0022096498690984,0.0048590472177605,0.1143414006574059,0.0036342228933815
0.9407323304328546,0.0022598418509993,0.0009662685480707,0.8145160271993257,0.0032376509392919,,0.008373669549835
0.7747272673647321,0.0084425465070754,0.0045744345473779,0.8121374489278157,0.0091663684756868,,0.0012654438372182
0.3519345968793306,0.0386768462993783,0.1148692749589881,0.0414331354100385,0.0085171976964929,0.1832488763143583,0.0099051341593724
0.6085898000348319,0.0002355376303657,0.0042331189541496,0.8134107532650758,0.0013753648749437,,0.0086026405520851
0.8656733953857438,0.0018442930094368,0.0047207538252074,0.8111369818687546,0.0018814082918855,0.1619126411504429,0.0092568580763639
0.5702392086657367,0.0041615778119292,0.2964366214312625,0.0491470196873951,9.042409074373149e-05,0.1715219525811263,0.0099670020495619
0.3497637876928533,0.0390869681491684,0.007457738069587,1.007714691484122,0.0041419629482643,0.1549728843019769,0.0002062378119154
0.7025119587293509,0.3841693314470356,0.0081904515640309,1.0028202883185655,0.0094816324522327,0.1069385856658718,0.0038329754557961
0.9122888200954086,0.0009946011002888,0.0200370562865025,1.0019794218677065,0.0072710125558321,-0.0136245350601012,0.0085658637220083
1.0087522646418892,0.0045406619750044,0.0007596767436511,0.8199425311780961,0.0075471166196166,,0.0045921974954681
0.715325728184994,0.0058563380940011,0.0078465627728396,1.0058597666823472,0.0099957509232549,0.1592151453205102,0.0064782224568556
0.0701888228191793,0.3562961621277842,0.0383028047836639,0.3801566053377719,0.5006349476066057,1.3520692791601407,0.345445944983584
0.7803566684587396,0.004033517034788,0.0085725186701341,0.81890516631025,0.0034217017978471,,0.0039073290524902
0.2538429537063049,0.0079230354288439,0.0074282181780568,0.8117010693968433,1.0017142494033962,,0.0077282043343484
0.8547119999092927,0.126301121187358,0.018294744421974,1.0088688121735176,0.0043469844895033,0.1315178642729896,0.002383729224929
0.5755252984899372,0.0070792426658087,0.0183918013989231,1.0020228056688725,0.0076954892207773,0.4894506175600421,0.0076243486295469
0.3871181992202439,0.0051603677077164,0.0054733873488303,1.008408225996665,0.0002648503445004,0.1763891941557207,0.0060206312655161
0.2665289567732024,0.0020617323955525,0.1091793573815417,0.057856159689864,0.0023483955331536,0.515512130371005,0.0009644191069614
0.333806466522387,0.0016973366340152,0.212760919791963,0.0687756289449585,0.5016340652710801,0.1768651965548333,0.4888005694125929
0.7728445058872937,0.6266485969259336,0.0190726742982675,1.0035241189610071,0.0007142467471443,0.0952659650336097,0.0078606025097218
0.5486137397488627,0.0047902489741196,0.1051033943335265,0.1746654741647011,0.0010757902758816,0.0818656260332883,0.0065937742528152
0.8095222516870066,0.0001182000710838,0.0055977623281766,0.8194192784400893,0.0046524058430332,,0.005041945375517
0.8694708497209862,0.4471240207137439,0.0350536095971484,0.8124556259637523,0.0034200101332895,0.1073521371324055,0.0053993685014904
1.0000886631203192,0.0020503833270606,0.0253426288440247,1.0083729558735204,0.00661393743466,0.0447575599261707,0.0008760445078157
0.8803042086066653,0.0041393686882322,0.0013582855886811,1.002929368685102,0.0089033403116393,0.1775024736845017,0.0015723586433066
0.8417257184921353,0.0042708823165829,0.0074992053517147,1.0084985546369416,0.0087936817965875,0.2081548152582115,0.0078351949134034
0.0857106236687865,0.1244517264176053,0.1296977860492829,0.0820045089732789,0.0007617737235727,0.3667432622322424,0.2632367174624199
0.7922245017332735,0.0061975605910744,0.010186925532043,0.8189419394107094,0.0020920808217062,0.1617042492922124,0.007757344787739
0.6417835858529543,0.0080528978198582,0.2751386821505019,0.1674363870116416,0.0022227753241006,0.1061651543972155,0.3124177681914084
0.8463966022771798,0.0329358903501263,0.0308265138850446,1.0053638803573055,0.0078771406807418,0.0312759669413862,0.1039578523816427
0.5962683832508215,0.00580631734188,0.0107816254155838,1.0058869404083894,0.0084567452909198,0.2539901674999439,0.1948042285672561
0.8543143027673159,0.1243745464608537,0.0175357690163866,1.0010448545474837,0.0033839097643049,0.060740611580291,0.0021033425717573
0.8834682413193461,0.0042414874906586,0.0023096637933833,1.0076412050069483,0.0012512905266044,0.1263362483141763,0.0086900921976893
0.6856386072455237,0.3870014937067217,0.242172663871636,0.0495113446969231,0.0006817725092866,,0.0047470735640239
0.6226900257652302,0.0079756284248006,0.0095414956554167,0.8157084333978376,0.0014408168615495,0.2791250838576291,0.0009161081271785
0.6876019810361941,0.3876347280234017,0.1055234678164004,0.8176933636855497,0.0083705915374282,0.1503570275815096,0.0017122032928778
0.8502665248379586,0.0057990183052586,0.0374899672893416,1.008427073668651,0.0048403703629347,0.128667883040787,0.0024651530473161
0.4290535497308055,0.0041862151506617,0.280613368500498,0.0583848507604965,0.0001572144969763,0.137187176772727,0.0033993160999406
0.6557941581628285,0.0296579127476313,0.6894635483451106,0.0319433725746489,0.0087862539237865,0.1712023866797047,0.0080959799001012
0.4706476697982331,0.0091338956168784,0.218418712763491,0.7688704640596726,0.0080358056317604,0.1122136771373675,0.0037383513162437
0.9004240787327868,0.0057166703465542,0.0022438922832789,0.81999152434033,0.0091534426568445,,0.0006889202898076
0.6534207930692892,0.2966154946239736,0.045618981587839,0.9655126738613736,0.0076836166746397,0.668940514247586,0.0033961641952418
1.00098319548713,0.0021162660013684,0.0206620943020889,1.0082560399781433,0.0014101166273494,0.1258346752989958,0.0069863360034331
0.9187495659633276,0.0030052233881746,0.0379629494550733,1.0092584036705303,0.0012670468829395,0.0725450080609812,0.0049332993135058
0.9038774102452816,0.0037522102030033,0.0160869114204885,0.8123402432668477,0.0014808549097448,0.2266737975521354,0.0013517390711674
0.2037551191040949,0.2720126880581168,0.1105472759258437,0.1057457971180363,0.0045683764328907,0.1840458323791555,0.0001056228348705
0.877233714233908,0.3889660387222485,0.0486051910639435,0.512664527463579,0.004558376285075,0.1539818219630115,0.0042548565160253
0.5996842105761513,0.0078114638072146,0.0201989841495469,0.001882663085838,0.0071929661483246,0.1784216013316226,0.4759765376198339
0.3597838489011967,0.0603300432708449,0.0305935226005774,0.433480254850735,0.0003225485307042,0.2825673675040848,0.1606033291832961
0.6901881156504832,0.0333370489100056,0.0088765163065611,0.3457569397751631,0.0039533985744553,0.1738000433081258,0.0017309154114733
,0.0037144933963932,0.0047126242805331,0.8104082239903774,0.0070058964043832,0.3881833299258996,0.0078766093673002
1.0027211506584168,0.0029674896138426,-0.0126952179059683,0.8199944541160371,0.0050287995070177,0.0662490329679411,0.0010237839927546
0.2908852038233559,0.1491183499057862,0.0732386502428,1.0093309791170386,1.004252678368622,0.5516672664169283,0.0092261542252868
0.1553318154195676,0.0297644481658162,0.7363732336492985,0.0268824711183169,0.5099877641407229,0.699066602656791,0.0026444685180684
0.7113874324691952,0.0022911439684275,0.0039514078084563,0.8102346770099079,0.0015777411974668,,0.0012330920516009
0.6968451140135938,0.0047652593856985,0.0028162101055363,0.8139097312436092,0.0040386317919151,,0.0029657159833693
0.4999886028322472,0.1216950840926771,0.006621238204226,1.0064957928832563,0.507430657363163,0.1538539414449706,0.0064820591850916
0.4705981639729155,0.0044167388090513,0.0006576340340969,0.8150419213044355,0.0086948084298825,,0.0005632347356037
0.5924491081211918,0.0093241068940264,0.0259679875258369,0.8189912595725141,0.0041051687319997,0.1581948243931391,0.0045039039054866
0.924473736350942,0.3869405524533621,0.027642208813215,1.0076686923042342,0.0046477434414601,0.1376842005502556,0.0094672247204583
0.6213078993119107,0.0390090384102328,0.8096808266344223,0.01861981090301,0.0029798109325244,0.3256067731342087,0.2140656942554621
0.3571691098444989,0.0337363199589747,0.0348158985987126,0.8187894150119939,0.0082467864989919,0.1802450548369042,0.0040091599898664
-0.0151501812230405,1.6561073158324784,0.2562064067260011,0.0067826913297805,1.5016198315595422,0.4478129581274732,0.6114544755512715
0.7280768782299686,0.0669700464272873,0.0303528910739371,1.0028464311006005,0.0029636506042489,0.1341849935117519,0.0046152498397884
0.6794033603127336,0.0037290418499708,0.0220104708072394,1.0069950695465584,0.005866734185562,0.1079404824234207,0.0091610050909403
0.5386458027696616,0.0051971842253168,0.1084117657320725,0.2522699008528494,0.0055059456834386,0.1736622015123693,0.0059135465281984
0.8118047923903918,0.3885481423148988,0.0296873530369203,1.0029731728312086,0.0053734382754941,0.2579184784499261,0.0058666622007827
0.6162279609778087,0.6222531543659681,1.1742214579507952,0.0208073053675322,0.0017606443703688,0.624887936525865,0.001889632470429
0.5795011680825731,0.0093234607042881,0.0032259616571019,0.8190588565088933,0.0003907358924723,,0.0023274550766352
0.8493735676839437,0.562611192294348,0.1177295588198109,0.0688307695753744,0.0037218096639012,0.0917585715464295,0.0067136939394941
0.7829345946391706,0.0036076108917523,0.0055975602163962,0.8145805172507588,0.003410449687256,,0.0054373257174321
0.9435329544383187,0.0075933191624714,0.0042800733331203,1.0037659058738062,0.0004546060456526,0.1528640833287843,0.0050396909238684
0.5145304242104167,0.0047595460739083,0.2966430966793829,0.0561018866136865,0.0056029245633352,0.1679452704926786,0.9856120177801796
0.4836597001006411,0.0018799182363225,0.6999888686347651,0.028394009779154,0.0084211972777753,0.4883566326302231,0.0099030990463389
0.6055725476174689,0.0094968532856762,0.0385711406252675,1.0038700974887662,4.429824927478121e-05,0.2502010052369668,0.2538957292683665
0.4885190325900527,0.2153087140011231,0.4326832195753928,0.323202165179958,8.467699714930555e-05,0.0955271332422441,0.0045599354748319
1.00004752395168,0.0038120618650482,0.0029358263201693,0.8185892133399787,0.0097905252409944,,0.0071511678364174
0.5185929651280837,0.0314607912055274,0.0925065905129686,0.0480450872137779,0.0095700940251243,0.1686656341083088,0.0012484948250081
0.8590753996512718,0.0049610690992781,0.0050513075141741,0.8161983924678663,0.007002469715401,,0.003900592668493
0.58396473670186,0.0083507229755728,0.0090691825795257,1.0005504081765175,0.0025626430737924,0.06442158237973,0.0093634131565976
0.5052402302862219,0.7732547949606198,0.1617250721187134,0.0858871341733612,0.0001547227691661,0.1742898539063088,0.0071714853421358
0.5717948561819246,0.0019361482502169,0.0074584971037564,0.8180338920111252,0.0037576784018981,,0.004765151070043
0.4749817949919728,0.0339563444404678,0.2868561736226894,0.0224263656881186,0.0030070011660605,,0.0013255017751249
0.424922900039399,0.3297765870663831,0.0954545675932976,0.0857303083381857,0.0003493426561565,0.1296094415521838,0.0005394218161675
0.9757286856474034,0.0034732635822479,0.0236330323269488,1.0037206474002431,0.0031115477012745,0.0994710217370939,0.0052207692446016
0.5042426720448929,0.0002585758255815,0.018076308551317,1.0024850290305858,0.0045471933575084,0.1609910355284964,0.0009630135452911
0.987439893115262,0.0068612228492569,0.0041538285014876,0.8101791796613138,0.0051843781708353,,0.0075502418237631
0.247037986951912,0.4474731733558065,0.3245452061948924,0.0268291678550486,0.0005006821990082,0.7175918573521968,0.001294384281097
0.2443794257793971,0.0039260582313313,0.0444982342099174,1.0030427441256775,0.5060131864209728,0.778968117967738,0.0058581673928077
0.4130068631976958,0.4780795177347423,0.2299325549725671,0.1391952696634849,0.0048113278989195,0.1674955007289893,0.001220517236855
0.9610951999172264,0.0017093215418511,0.0097812044977584,0.8184604725988006,0.0047655791912486,,0.0080970669079312
0.7547972397332265,0.6834395261410708,0.0617930504262601,1.0045729889089916,0.0049577021818748,0.1684894346478388,0.001546822818829
0.1472230153971,0.9124827709397648,0.0594177756947709,0.0024628565098896,0.5010831696023176,,0.3321754652282799
0.4342320125163962,0.0067515282598414,0.199506461224187,0.0576472870485881,0.0025102318133193,0.2176914963216351,0.0020796411560547
0.9923145476483718,0.0088019368775068,0.0094714675780659,1.0018880324721282,0.0063697677955883,0.1594566488844975,0.0041227581490236
0.5788962995047708,0.1483093579416272,0.0871151694510114,0.059785718068581,0.0080979688528069,0.1883221318254528,0.002198477027561
0.0810074529506753,0.1490833291809551,0.1889774495843782,0.1414274142850487,1.2582251446273816,0.166259650014869,0.3185280775952353
0.5251792518902764,0.0033880478873728,0.2337110798209928,0.0940223932426265,0.0043794203461106,0.1399373973345343,0.0015630677513347
0.7837012451906465,0.0047206138675118,0.007658594573132,0.8134325950314404,0.0027014082759252,,0.0073757726178153
0.9985572701652996,0.442626402381706,0.0261763670965275,1.0048169117529124,0.0010728886857318,0.1177140986211627,0.0023634299448565
0.3892137434109571,0.0009053257780821,0.256698254299246,0.2176475307058273,0.0028786096130418,0.1435844390762223,0.0015791797918381
0.5693536891401741,0.0011061881536921,0.0147604214173681,1.007893024346037,0.0051433410801711,0.1705459065630802,0.0043042993264638
0.8977942469962373,0.0621658642663817,0.0156111354848632,1.0004097398159362,0.0075769922714388,0.0243253988027828,0.0099532430746933
0.8572192529701991,0.0318939664989543,0.0315562652896819,1.001547337538132,0.0094547912123457,0.0284969351512728,0.0024570182853393
0.903931522246293,0.0039888246971852,0.0136954969813434,1.0039360610602148,0.0077039807199078,0.1295690517230812,0.0028694386219602
0.7838447085674228,0.2687277222014804,0.0423719551208597,1.0074352305527252,0.0053092305113122,0.0726703891770356,0.0032528787965323
0.2748701302393225,0.3593410150774584,0.0470247172758887,1.0038180515871995,0.5030747842474903,0.1725726285253248,0.0083937664965095
0.4212044785115639,0.0021201653361977,0.5834733671383047,0.0368775956914734,0.0059420211100515,0.3521828023332025,0.0023568893808624
0.997287177236754,0.0050259260863413,0.0060214138802054,0.813350333907034,0.0022767996101726,,0.0081203361435141
0.2942804420185433,0.0022525080723698,0.2213290007830631,0.0254254748440972,0.0024056550386747,,0.0062105112871885
0.8588683758765128,0.0007845585630286,0.0496605823695037,0.8114617244011038,0.0019353009492253,0.1123687759427027,0.0037603029624146
0.1939974423813973,0.44222600538733,0.9104389488372588,0.0007676122501533,0.2538452871234742,0.4127772355032133,1.6364111316029697
0.5482000179398486,0.0012689294251565,0.0256325343693955,1.0014621845632874,0.0087973650225025,0.2331401820801035,0.0013206827028222
0.9695351663714892,0.0042313101356588,0.0083992795071938,0.8196322808703265,0.004463813545697,,0.0055080616365084
0.6952055256049356,0.0060176483478287,0.0452610065045855,0.8760965666884037,0.0072848563815459,0.1557610535699767,0.0047347300802072
0.8992955046369915,0.0047584654408768,0.0476081690472465,1.005283044111538,0.0007699370777133,0.1535733526232142,0.0005324845232378
0.4347382156558976,0.8625156253924947,0.743364707788332,0.0042140708951006,0.004196868620741,0.1699312169148224,0.5154379491100068
0.3460676311153146,0.0095064538403983,0.1795304492909139,0.123249370239822,0.7536149399919214,0.4227656398820116,0.0094367576693075
0.3179210062222895,0.567965788824446,0.22524908694638,0.0321650234052287,0.0011866237714852,0.1226492752398831,0.0045040740193681
0.9035682158068776,0.0098813097593173,0.0038849762103882,0.8189580020918926,0.002457541121086,,0.0053291104064479
0.8786782139950571,0.0079818004594214,0.0083575391777706,1.0047333800648854,0.0095500297437834,0.1330920405352099,0.0081305069022132
0.6164174376444388,0.3281707974173657,0.2456078170854368,0.1186742428754007,0.2583223625121805,0.0873466583176823,0.0065078199456314
0.9547936684796908,0.0046278055118199,0.0286558797025928,0.522117031988381,0.0083542087925352,0.0862109076796184,0.007555779213651
0.8520030622985124,0.4210047592924474,0.0389352034113087,1.00231510502275,0.0051091543541225,-0.1479209160189256,0.0020399627082986
0.9248303813535248,0.6837834695865882,0.0364617822017255,1.009076862200372,0.004694717846258,0.0330751661087688,0.003715663469149
0.7172401148844605,0.0039938835238514,0.0087320115255829,0.8142759891141529,0.0041982031230481,0.1704311415046864,0.0010316281463959
0.5612581735262374,0.0072200149947808,0.0086375505534922,1.0058409222829998,0.0099418875614372,0.1127123370104375,0.0031197175950718
0.3890507756953334,0.0007757102428179,0.0583333638522984,0.9820101279985182,0.0070635606253191,0.3038868936681337,0.0039651042939779
0.7521050616843571,0.0075760768515661,0.0061628723582786,0.8136843808352455,0.5096687868169227,,0.0077871675974562
0.5182099011435238,0.5942470914185108,0.75669679691513,0.0270242239873623,0.0033880615649143,0.1713613474383778,0.0019483770987629
0.2977542480471364,0.0011432934538848,0.1512736569607368,0.0365354774403154,0.0020427734235139,0.2390043235325916,0.0089028039027612
0.979539199283546,0.3284211318488871,0.0963089873086577,1.0045903892516863,0.0005830354430457,0.1131667385758683,8.048197467388497e-05
0.5575918006316166,0.0096742368663558,0.2187703313730223,0.0972269799418166,0.2596776720707701,0.1021915975665811,0.005403198473313
0.7587185928998511,0.0052946831923098,0.0260238436014795,1.0068749587312589,0.0070981995467021,0.0272890663906227,0.0019486178580492
0.9234240002968268,0.0066386336343644,0.0126327391922107,1.003496883264262,0.0005307889096043,0.1698494446877625,0.0003695069883606
0.6840773668667467,0.00645231348046,0.016951097084435,0.811076934581213,0.005945845150077,0.1583756035306135,0.0064909013433608
0.7175787149039358,0.0043610542523772,0.016424907074147,0.0016648935728134,0.008920023332933,0.1052611226555138,0.0036703705733163
0.9585052897331302,0.1797700219603568,0.0130992443129062,1.001244826955781,0.0008621027391163,0.1541396658540389,0.0099521674876919
0.8780008505727824,0.4754079784711628,0.0674386011695776,1.0066996910130732,0.0083392969134764,0.1269968313771931,0.1254144735158877
1.0009254956751452,0.0011235508847653,0.0170728077228997,1.003713303734061,0.0036794468997473,0.0644397253690848,0.0040965325132559
0.7252313558597088,0.0344044684123413,0.0152383960022577,1.007319896217915,0.0170404875650067,0.0502097890873157,0.001235353510143
0.6038434761450611,0.0060025462141561,0.1018736237340701,0.8144763709791847,0.0017026092910875,0.1609484128242559,0.0091840827419251
0.5844550765685488,0.006979895555065,0.0319887911768599,0.0024203269118175,0.0007277089857202,0.5022995763796372,0.0063103541222684
0.0056157173898723,0.5661127076872562,0.2177851435585356,0.0422234395825846,0.5010818771215544,0.1400641124429401,0.8618504137800616
0.9958953143351816,0.1178490962928962,0.016350004416597,1.002746606722075,0.0076594092246319,0.8324164926160057,0.0041056081835036
0.5111324353520535,0.002797951675759,0.2333706583221885,0.1421584252933692,0.0037698277359321,0.1552953833448912,0.2049259968661652
0.5868633547689025,0.0319721647127684,0.1487812449231775,0.1217914762806781,0.0024973129626387,,0.0079611239148738
0.9395354202645791,0.3328382707212456,0.1068023302181177,1.0000455388967804,0.0037106219195621,0.1148146805435374,0.0091161226958398
0.9330771395859914,0.0055536606104401,0.0023158030395926,0.8120614468396309,0.0041208825848264,,0.006937948883369
0.646761255198378,0.0333296539164913,0.083998860742185,0.1665417228968555,0.0074121296421048,0.1597600077359185,0.0061401364381721
0.2526730880905101,0.0340075352386705,0.1162563042738896,0.0474853725209685,0.5004457825224182,0.4012594162872571,0.0068676582849096
0.5443644181840573,0.6511986165044515,0.7191612035077279,0.020127087963482,0.253637458322859,0.1626845925036714,0.0056678606058386
0.7254933622782958,0.0081650418272378,0.0014553027465219,0.8175516009971702,0.0084908427852592,,0.0054194563600939
0.2038650004455995,0.6496801015099924,0.1138426902845328,0.191955716231284,1.0030442595051976,0.1124398604779303,0.5558266458612008
0.9488133649299482,0.1178702626080871,0.0131029624435529,1.0042567472370196,0.0091887830874453,0.1669877470722873,0.0050432307049799
0.8921470478095653,0.0027345551979671,0.0029124989280794,0.811203649263271,0.0058660931260181,,0.0060848390947164
0.8777689252434784,0.2378014485138444,0.0106085484630279,1.0019549957012004,0.002566071805976,0.1556272304396717,0.0012967464517938
0.4550316835883664,0.3919473711602764,0.2258350286192329,0.0206673689791749,0.5050585336673397,0.1582495376856082,0.0055878079104233
0.4375915025389509,0.5017292286026087,1.1001429567705543,0.010631666164332,0.5086726454964743,0.4425463589953631,0.0036135223205982
0.7201485458918374,0.0053395172304393,0.005642967010264,0.8146889775968891,0.0032569235137535,,0.0072645386516225
0.5415044872752481,0.2128320509113938,0.047676597948412,0.819170379168639,0.0005983156154433,0.1304085201490238,0.0002277955320712
0.9191009862911588,0.0008126018582038,0.002027733270443,0.8101465521901701,0.005200580723879,,0.0058162117770553
0.4608509467779901,0.450157202778444,0.3389139195931156,0.038468078324608,0.0046724598295796,0.1677525392031139,0.0004908741367625
0.6768665756089892,0.0062700057262691,0.0230365183748153,1.006248298993518,0.0064705682029849,0.1403098986428789,0.0035842047554852
0.6743013425088968,0.0651650218030401,0.0206203463371056,0.6233570716626906,0.0051986190362191,0.1255140785137497,0.0008977909340904
0.5013961873671442,0.6847715045360168,0.0254806262585804,1.0066318557600138,0.0056208712110861,0.1011402179140723,0.0046040339115379
0.6427727727472342,0.0370619173893849,0.0634674684568128,0.1753244379095642,0.0019596813667843,,0.0089981063860916
0.7228774454899513,0.0049472612456598,0.0097238782885751,0.815754639019077,0.0009783484388692,,0.0035547083588803
0.4694739313805592,0.03007602453159,0.2907197584960836,0.0223434777617505,0.0001900918987178,,0.0073639656199485
0.762864294387439,0.0096260343018902,2.995403341430114e-05,0.8198249765017828,0.001929773398827,,0.0078245179871913
0.7187917209029617,0.0082487556870384,0.0043633453675543,0.8138893022529723,0.0042196452718428,,0.0041316680598894
0.7262505361720721,0.0075254140511399,0.0227286763627123,0.8167477321187121,0.0001129411768034,0.5031456612864582,0.0025900862670641
0.8551586991902665,0.00287186598867,0.02231534269268,1.009373588502008,0.0029057957320641,0.1059906700390142,0.0060827656317388
0.9115437029885326,0.0371569252576942,0.0055288568545548,0.81580746595248,0.0073466086765413,0.1467552982744321,0.0057784933689987
0.9313197605574456,0.2716730175569971,0.0285471575193495,1.0072617576764402,0.0080045527930669,0.1278886392945998,0.0093646963152724
